episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,timers/sample_time_ms,timers/sample_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/cur_kl_coeff,info/learner/default_policy/cur_lr,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_explained_var,info/learner/default_policy/kl,info/learner/default_policy/entropy,info/learner/default_policy/entropy_coeff
60.0,-100.0,-28.88888888888889,46.333333333333336,45,1,2085,False,45,1,22f3366f372c4a3e9f9c48443703c962,2021-09-03_14-45-08,1630676708,230.3208830356598,230.3208830356598,3752835,athens.ee.ucl.ac.uk,128.40.41.180,230.3208830356598,0,1,7a838_00000,"0_lr=0.005,sgd_minibatch_size=256,train_batch_size=2048","[-40.0, -20.0, 60.0, -40.0, -20.0, 0.0, 20.0, 0.0, -100.0, -20.0, -60.0, 40.0, -40.0, -40.0, -40.0, -60.0, -20.0, 20.0, -60.0, -20.0, -100.0, -40.0, -40.0, 0.0, -20.0, -80.0, -20.0, -60.0, 0.0, -20.0, -40.0, -60.0, -20.0, -80.0, -60.0, 0.0, -60.0, -20.0, 20.0, -40.0, 0.0, 40.0, -40.0, -40.0, -80.0]","[53, 49, 54, 50, 38, 45, 55, 42, 35, 40, 40, 44, 49, 52, 48, 44, 46, 56, 36, 44, 41, 50, 44, 49, 52, 45, 49, 46, 46, 46, 46, 42, 50, 43, 48, 53, 38, 51, 52, 42, 47, 52, 44, 47, 42]",6.057492724315317,1.644069830728971,23.645470606400664,74151.28,28.118,156147.498,13.353,3.97,2085,2085,22.255015197568387,53.43252279635257,0.20000000298023224,0.004999999888241291,937.6843,-0.016768267,937.7005,0.0035030842,0.0031512927,3.548169,0.0
